text,offline_crime,online_crime,drugs,gambling,pornography,prostitution,slavery,suicide,terrorism,weapons,body_shaming,health_shaming,politics,racism,religion,sexual_minorities,sexism,social_injustice
"Первая пафосная шмара, вторая зазнавшаяся лицемерная стерва",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Переоцениваешь стремление баб найти доминантного, агрессивного альфу. Просто не надо быть чмом и мямлей, не обязательно пиздец лидером.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"По своему, не бедному опыту, это фригидная стерва.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Потому что девушка даёт парню даже когда она не хочет и поэтому даже на подсознательном уровне хочет какие то плюшки за это поэтому у девок представление что парень должен дарить а не баба,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Почему если мужик пихает во все, что движется, то он мачо. А если женщина, то она шлюха?",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Почему жена шлюха Потому что залезла на казаха,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Поэтому не мужики а бабы растут,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
При разводе половина всего имущества и дети переходят бабе Баьа имеет меньше лет на переход в пенсию,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"При чем тут баба или нет? Это простое уважение социальных взаимоотношений между людьми, радикальные поступки имеют место быть только в радикальных ситуациях, на ровном месте это шиза.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Привычки не есть эксперимент с пиздюком, бля у нее девки в кровати, нахуй ей мужики?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
"С появлением мужика можешь отыгрывать то убежище, где было дохуя баб и один мужик.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Секс нормально, а за деньги - проституция.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Серб без рук и ног Он че ещё и баба,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.7,0.0,0.0,1.0,0.0
Смотришь на мужика и видишь внешне он мужик а внутри то он баба,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Судья - баба. Женская солидарность, все дела. Отделались легким испугом, инфа сотка.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Считает брак рабством, так как не может мыслить по другому, но даже если рассуждать твоими категориями, если есть раб, то есть и рабовладелец, что тебе мешает стать вторым? А точно - ты просто раб по жизни.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Так пусть та феменисточка что подсаживается будет рабыней,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,1.0,0.0
Так что ты такое Баба или мужик,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
там омон бьет баба дубинкой между ног мужиков,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.18,0.0,1.0,0.0
То есть мужиков бить можно а баб нельзя,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Ты по что девочку бьешь? Мужлан, сексист ебаный.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
У тебя сила ребенка или женщины. А у него сила мужика. Усек?А красивое тело - отличный плюс,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,1.0,0.0
хотя бля у трапов же есть члены Но можно ли их называть девками Это же все таки мужики похожие на девок,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Хотя много кто и росияней самоубился бы чтобы жене стерве отомстить за семейную жизнь оленя от беспомощности перед бабами,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
это баба которая думает что она мужик,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Это мерзко не нормально пиздить их надо эти долбоебы себя обманывают геи потому что фу бабы суки их добиваться надо а лесби потому что ей мужик не даёт который ей нравится,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.0,0.0
Это мужик с сиськами или баба с мужским голосом,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Это обычный белый куколд после секса с негром испытывает месячные чтоб угодить бабам феменисткам,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Это парень который делает из себя бабу,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Это психическая болезнь если мужик хочет стать бабой и одеваться как баба Это не нормально,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Этот бзик походу у всех баб. Знаю только одну которая до NUMBER даже собственные прыщи не давила.,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"юмористы-то точно знают всё о женской сексуальности, им-то и надо верить",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Я думал что это жирная баба а это пацан,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Я обожаю жирных девок, но жирных мужиков терпеть не могу.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Я хороший парень ты хорошая баба,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Я честно хуй знает как красоту мужиков оценивать Баб да,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Моей матери похуй, что я желаю смерти каким-то шлюхам, которых ебут в туалете.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
как говорится:мёртвая женщина ещё полгода женцина,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"убила своего мужапредпочитает ядылучшая девочкая вот не пойму, вы либо какие-то любители экстримального фэндома, либо ебанутые мазохисты",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
баба в мусульманских странах она не имеет права перечить мужчине и если она изменит мужу то ее разрешено убить,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
"От травли пары малоизвестных шлюх развалится вся порноиндустрия, да. Нормальные актрисы вообще не скрывают чем занимаются, все их родственники и друзья об этом знают, лол.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Подкупить ее и сказать что ты не против полигамии.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Какие женщины нравятся мужчинам-сильные или слабые?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Ну может надоест. Будет изменять, бить, а она сама такого бросит.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Ну там мне что-то помешало все же. Она весьма хардкорна была.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"А был такой стереотип?девчую, стереотип другой - что все бабы одинаковые",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Хикка, которая выпилилась после того, как ее муж бросил или что то такое?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
А женщина мужчину не придавит? Что за хуйня?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"влюбился в пацана, а он оказался бабойЖиза.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
"Истинная любовь безусловна. Женщина любит, поэтому делает подарки, даёт секс и готовит еду. И в том, что женщина проявляет инициативу, тоже нет ничего плохого. Лично мне больше нравится быть охотницей, чем добычей.",0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Конечно же нет. Проституки сами неплохо зарабатывают, поэтому такими делами занимаются",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Женщины не должны потакать шовинистским свиньям! Они должны любить женщин такими, какие они есть!Толсто.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
За какие деньги девушки NUMBER-NUMBER лет готовы заниматься сексом с мужиком NUMBER-NUMBERлет ?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Естественно! Поступила девственницей- должна и выпуститься девственницей.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"У нас тоже я одна девочка на всю родню. Зато какая! У меня есть дочь, у дочери - тоже дочь внучка, и больше никаких мужиков! Перелом произошёл, деФФки рулят :",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Если ты хочешь выйти замуж за умного, красивого и богатого, придётся выходить замуж три раза ?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Секс с женщиной не всегда заканчивается оргазмом, это плохо?",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Весы бык женщина  водолей собака мужчина совместимость,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Если девушка к NUMBER годам не имеет своей машины, квартиры и собственного бизнеса, нах такая нужна?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22
Сходи к шлюхе и поймешь что в пизде нету ничего такого ради чего стоит жопу рвать.,0.0,0.0,0.0,0.0,0.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Почему девушки выбирают только зажигательных парней?,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Бабы гораздо большие лицемеры, говорят что не из-за бабок, а потом хуй побогаче ищут",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Либо ты пиздишь, либо мамка - инфантильная шлюха, родившая по залету",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Тяночкам было бы выгодно что бы не было разврата, так как ценность дырки начнет неуклонно падать.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Зависит от мужчины, от его чувств к женщине. Мою бабушку мужчина взял замуж с тремя детьми, всех усыновил и любил",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Даже тампон в моей пизде придумали и сделали мужики!,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Не факт, я вообще не считаю девственницами женщин, которые занимались оральным там илианальным сексом или хуй кому-то надрачивали. Не девственницы. Нет.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Почему мужчина и женщина по-разному понимают любовь?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Я мужик ты баба, давай женится",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Нужно ли уметь девочке, девушке готовить? На сколько это важно для жизни?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"ну типа тьян шлюхи, мужчина бы никогда не посасал ни за какие деньги, потому что у него есть честь, а у тян нет, они шлюхи",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,1.0,0.0
"Сегодня практически каждая веря в свою востребованность развалит отношения не NUMBER раз, теряя фертильность ..Девушка это девственница..Женщина это был NUMBER мужчина..ОЖП это было более NUMBER мужчины",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"На такой можно жениться, но всё развод, на любой женись, а всё одно. Если дурак, женится на какой-нибудь, можа и на этой, что на фото.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Нашел тян, напоил, трахнул в пердак, оказалась мамашей ОПа.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Да, и еще нахуй бабы за дедов выходят на NUMBER-NUMBER лет старше это же потом пиздец и ей, и детям.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Ну такие мужики у вас, мужиков плодят",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
". Девочка это хрупкость и нежность. И женщина хочет оставаться такой в любом возрасте. А для мужчины стремно считать себя ребенком маленьким и слабым, поэтому вы уже с яслей не мальчики, а пацаны крутые, четкие, реальные какие там еще?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
